,State,HC01_VC38,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC46,HC03_VC46,HC01_VC47,HC03_VC47,HC01_VC48,HC03_VC48,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC63,HC03_VC63,HC01_VC64,HC03_VC64,HC01_VC65,HC03_VC65,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC71,HC03_VC71,HC01_VC72,HC03_VC72,HC01_VC73,HC03_VC73,HC01_VC74,HC03_VC74,HC01_VC75,HC03_VC75,HC01_VC76,HC03_VC76,HC01_VC77,HC03_VC77,HC01_VC81,HC03_VC81,HC01_VC82,HC03_VC82,HC01_VC83,HC03_VC83,HC01_VC84,HC03_VC84,HC01_VC85,HC03_VC85,HC01_VC86
25,Mississippi,2967620,1768530,59.6,1101849,37.1,13344,0.4,915,0.0,84,0.0,132,0.0,236,0.0,26403,0.9,5237,0.2,5667,0.2,3993,0.1,766,0.0,1861,0.1,6661,0.2,2218,0.1,345,0.0,158,0.0,98,0.0,35,0.0,54,0.0,23653,0.8,33496,1.1,11255,0.4,10518,0.4,3466,0.1,1989,0.1,2967620,2967620,1797870,60.6,1118378,37.7,27457,0.9,31452,1.1,1004,0.0,27162,0.9,2967620,2967620,78634,2.6,51914,1.7,7178,0.2,2001,0.1,17541
26,Missouri,5982413,4972530,83.1,689683,11.5,22704,0.4,7397,0.1,368,0.0,413,0.0,901,0.0,96035,1.6,21881,0.4,22197,0.4,11619,0.2,3228,0.1,9469,0.2,14048,0.2,13593,0.2,5812,0.1,806,0.0,626,0.0,1494,0.0,2886,0.0,61349,1.0,134300,2.2,40297,0.7,44981,0.8,19806,0.3,6370,0.1,5982413,5982413,5093436,85.1,746117,12.5,80300,1.3,122288,2.0,9738,0.2,72892,1.2,5982413,5982413,212152,3.5,149941,2.5,12653,0.2,4895,0.1,44663
27,Montana,990785,887924,89.6,4145,0.4,62398,6.3,879,0.1,3101,0.3,495,0.0,5445,0.5,6034,0.6,616,0.1,1143,0.1,1179,0.1,953,0.1,804,0.1,366,0.0,973,0.1,674,0.1,421,0.0,83,0.0,72,0.0,98,0.0,5731,0.6,23879,2.4,2462,0.2,14501,1.5,3350,0.3,198,0.0,990785,990785,911046,92.0,7606,0.8,78327,7.9,10464,1.1,1641,0.2,7161,0.7,990785,990785,28984,2.9,20203,2.0,1156,0.1,533,0.1,7092
28,Nebraska,1827306,1612538,88.2,82341,4.5,16461,0.9,474,0.0,245,0.0,426,0.0,3738,0.2,32302,1.8,5334,0.3,5111,0.3,2272,0.1,1265,0.1,2860,0.2,8730,0.5,6730,0.4,1075,0.1,349,0.0,283,0.0,116,0.0,327,0.0,43294,2.4,39295,2.2,11311,0.6,9699,0.5,5673,0.3,2639,0.1,1827306,1827306,1646657,90.1,99558,5.4,31845,1.7,40295,2.2,2323,0.1,49297,2.7,1827306,1827306,167155,9.1,132472,7.2,3189,0.2,2068,0.1,29426
29,Nevada,2704204,1970074,72.9,218305,8.1,30061,1.1,1287,0.0,569,0.0,2337,0.1,857,0.0,196245,7.3,10074,0.4,31894,1.2,101760,3.8,10656,0.4,12197,0.5,9774,0.4,19890,0.7,16472,0.6,6330,0.2,3645,0.1,3335,0.1,3162,0.1,169302,6.3,103745,3.8,19814,0.7,14184,0.5,25326,0.9,2754,0.1,2704204,2704204,2054303,76.0,250338,9.3,52270,1.9,241223,8.9,32537,1.2,188223,7.0,2704204,2704204,717835,26.5,559238,20.7,20475,0.8,20650,0.8,117472
30,New Hampshire,1317474,1241440,94.2,15339,1.2,2470,0.2,151,0.0,29,0.0,49,0.0,7,0.0,28684,2.2,8703,0.7,6178,0.5,1915,0.1,709,0.1,2319,0.2,2498,0.2,6362,0.5,203,0.0,41,0.0,60,0.0,21,0.0,81,0.0,8691,0.7,20647,1.6,4481,0.3,6732,0.5,5183,0.4,289,0.0,1317474,1317474,1260750,95.7,21525,1.6,10541,0.8,35102,2.7,890,0.1,10831,0.8,1317474,1317474,37355,2.8,9572,0.7,11386,0.9,1532,0.1,14865
31,New Jersey,8793888,6121023,69.6,1187307,13.5,21702,0.2,1710,0.0,70,0.0,70,0.0,375,0.0,736015,8.4,298195,3.4,137137,1.6,112495,1.3,14310,0.2,90955,1.0,25757,0.3,57166,0.7,2592,0.0,446,0.0,388,0.0,128,0.0,1630,0.0,517029,5.9,208220,2.4,64057,0.7,20692,0.2,38073,0.4,8783,0.1,8793888,8793888,6285496,71.5,1288514,14.7,63167,0.7,796206,9.1,9381,0.1,573354,6.5,8793888,8793888,1557680,17.7,214288,2.4,445728,5.1,86407,1.0,811257
32,New Mexico,2055287,1492641,72.6,41634,2.0,189785,9.2,1392,0.1,411,0.0,112049,5.5,735,0.0,26855,1.3,3821,0.2,6459,0.3,4614,0.2,2385,0.1,2276,0.1,4080,0.2,3220,0.2,1344,0.1,585,0.0,451,0.0,172,0.0,136,0.0,240189,11.7,62839,3.1,8270,0.4,17440,0.8,7111,0.3,1711,0.1,2055287,2055287,1547201,75.3,55490,2.7,214337,10.4,37129,1.8,3223,0.2,264047,12.8,2055287,2055287,952569,46.3,588552,28.6,6903,0.3,4307,0.2,352807
33,New York,19398125,12808268,66.0,3037255,15.7,69500,0.4,3452,0.0,415,0.0,243,0.0,407,0.0,1445539,7.5,325401,1.7,596284,3.1,113013,0.6,39311,0.2,138732,0.7,31226,0.2,201572,1.0,6477,0.0,2213,0.0,1404,0.0,620,0.0,2240,0.0,1557020,8.0,474066,2.4,129027,0.7,48981,0.3,77822,0.4,19964,0.1,19398125,19398125,13163037,67.9,3274691,16.9,168346,0.9,1575930,8.1,20011,0.1,1706090,8.8,19398125,19398125,3425845,17.7,447323,2.3,1117995,5.8,72378,0.4,1788149
34,North Carolina,9544249,6659867,69.8,2047092,21.4,110171,1.2,13850,0.1,338,0.0,438,0.0,444,0.0,211708,2.2,56610,0.6,35602,0.4,19537,0.2,6002,0.1,21106,0.2,27573,0.3,45278,0.5,4424,0.0,1471,0.0,905,0.0,542,0.0,1506,0.0,306516,3.2,204471,2.1,65627,0.7,40121,0.4,27663,0.3,16502,0.2,9544249,9544249,6829900,71.6,2154693,22.6,181978,1.9,251757,2.6,11135,0.1,337860,3.5,9544249,9544249,796293,8.3,493418,5.2,71807,0.8,18373,0.2,212695
35,North Dakota,676253,608799,90.0,8286,1.2,36160,5.3,158,0.0,14818,2.2,187,0.0,10847,1.6,6869,1.0,1354,0.2,1582,0.2,817,0.1,454,0.1,405,0.1,1161,0.2,1096,0.2,375,0.1,117,0.0,130,0.0,55,0.0,73,0.0,3937,0.6,11827,1.7,2322,0.3,5785,0.9,1911,0.3,311,0.0,676253,676253,619979,91.7,11170,1.7,42656,6.3,9203,1.4,813,0.1,4702,0.7,676253,676253,14195,2.1,10616,1.6,971,0.1,212,0.0,2396
36,Ohio,11533561,9577732,83.0,1403238,12.2,21447,0.2,5742,0.0,1014,0.0,293,0.0,773,0.0,196395,1.7,63147,0.5,47271,0.4,18246,0.2,10056,0.1,15408,0.1,14172,0.1,28095,0.2,2164,0.0,1123,0.0,363,0.0,84,0.0,594,0.0,90296,0.8,242289,2.1,110148,1.0,47125,0.4,30264,0.3,8880,0.1,11533561,11533561,9797950,85.0,1544906,13.4,91674,0.8,238889,2.1,8137,0.1,113731,1.0,11533561,11533561,354910,3.1,178310,1.5,95332,0.8,8152,0.1,73116
37,Oklahoma,3749005,2766297,73.8,270993,7.2,261060,7.0,95908,2.6,512,0.0,812,0.0,863,0.0,65643,1.8,11181,0.3,9355,0.2,5644,0.2,2290,0.1,5940,0.2,16798,0.4,14435,0.4,4271,0.1,888,0.0,690,0.0,560,0.0,2133,0.1,93100,2.5,287641,7.7,28280,0.8,202709,5.4,12683,0.3,15039,0.4,3749005,3749005,3031069,80.8,326753,8.7,491484,13.1,84175,2.2,8057,0.2,107842,2.9,3749005,3749005,331057,8.8,274207,7.3,11393,0.3,2439,0.1,43018
38,Oregon,3836628,3272707,85.3,69377,1.8,52637,1.4,3984,0.1,1591,0.0,820,0.0,1413,0.0,143652,3.7,15430,0.4,32983,0.9,15524,0.4,13240,0.3,16518,0.4,28296,0.7,21661,0.6,14132,0.4,3401,0.1,1262,0.0,1403,0.0,8066,0.2,144084,3.8,140039,3.7,18889,0.5,50073,1.3,32553,0.8,1866,0.0,3836628,3836628,3401797,88.7,97958,2.6,113430,3.0,187947,4.9,25481,0.7,162506,4.2,3836628,3836628,449888,11.7,380777,9.9,9400,0.2,4627,0.1,55084
39,Pennsylvania,12699589,10475818,82.5,1372144,10.8,19247,0.2,3173,0.0,346,0.0,324,0.0,549,0.0,351626,2.8,105883,0.8,84487,0.7,22983,0.2,6690,0.1,37148,0.3,41620,0.3,52815,0.4,3821,0.0,1489,0.0,447,0.0,391,0.0,1494,0.0,244336,1.9,232597,1.8,95853,0.8,31077,0.2,34666,0.3,10886,0.1,12699589,12699589,10674493,84.1,1505901,11.9,74687,0.6,401174,3.2,11568,0.1,282129,2.2,12699589,12699589,721899,5.7,125715,1.0,381646,3.0,19290,0.2,195248
40,Rhode Island,1052471,859686,81.7,64711,6.1,4784,0.5,309,0.0,3,0.0,60,0.0,18,0.0,31863,3.0,3889,0.4,7576,0.7,3568,0.3,501,0.0,1983,0.2,1371,0.1,12975,1.2,350,0.0,83,0.0,206,0.0,0,0.0,61,0.0,64291,6.1,26786,2.5,7676,0.7,3619,0.3,3892,0.4,2315,0.2,1052471,1052471,880450,83.7,78988,7.5,12969,1.2,36761,3.5,988,0.1,71554,6.8,1052471,1052471,131316,12.5,9998,0.9,33433,3.2,1864,0.2,86021
41,South Carolina,4630351,3108466,67.1,1290704,27.9,15122,0.3,3521,0.1,128,0.0,90,0.0,343,0.0,57635,1.2,13111,0.3,9453,0.2,10112,0.2,2724,0.1,5082,0.1,6889,0.1,10264,0.2,1791,0.0,523,0.0,511,0.0,186,0.0,571,0.0,75211,1.6,81422,1.8,32490,0.7,16410,0.4,11113,0.2,4832,0.1,4630351,4630351,3178698,68.6,1335324,28.8,40167,0.9,74223,1.6,4375,0.1,83890,1.8,4630351,4630351,232926,5.0,138141,3.0,28640,0.6,6370,0.1,59775
42,South Dakota,815871,701466,86.0,10331,1.3,71532,8.8,265,0.0,759,0.1,215,0.0,63152,7.7,8060,1.0,1188,0.1,1468,0.2,971,0.1,201,0.0,1025,0.1,917,0.1,2290,0.3,157,0.0,40,0.0,105,0.0,0,0.0,12,0.0,7016,0.9,17309,2.1,3025,0.4,9167,1.1,1466,0.2,687,0.1,815871,815871,717191,87.9,14777,1.8,82621,10.1,10119,1.2,604,0.1,8763,1.1,815871,815871,22778,2.8,14992,1.8,1501,0.2,215,0.0,6070
43,Tennessee,6353226,4982977,78.4,1060494,16.7,15991,0.3,5095,0.1,367,0.0,203,0.0,432,0.0,92800,1.5,22352,0.4,15810,0.2,9474,0.1,4098,0.1,10633,0.2,11004,0.2,19429,0.3,2765,0.0,887,0.0,588,0.0,382,0.0,908,0.0,88272,1.4,109927,1.7,35614,0.6,34657,0.5,14182,0.2,4036,0.1,6353226,6353226,5083044,80.0,1108307,17.4,59631,0.9,112230,1.8,5840,0.1,101085,1.6,6353226,6353226,288582,4.5,190739,3.0,21562,0.3,8828,0.1,67453
44,Texas,25208897,18670767,74.1,2972834,11.8,127794,0.5,17396,0.1,1161,0.0,2684,0.0,2042,0.0,979385,3.9,252996,1.0,164958,0.7,104626,0.4,19150,0.1,69574,0.3,216379,0.9,151702,0.6,20671,0.1,6114,0.0,6364,0.0,2511,0.0,5682,0.0,1883103,7.5,554343,2.2,119350,0.5,118863,0.5,85241,0.3,18882,0.1,25208897,25208897,19148301,76.0,3159377,12.5,294259,1.2,1108204,4.4,40467,0.2,2045870,8.1,25208897,25208897,9479670,37.6,8314445,33.0,136287,0.5,47521,0.2,981417
45,Utah,2766233,2465277,89.1,29912,1.1,30823,1.1,986,0.0,255,0.0,16424,0.6,443,0.0,56081,2.0,5720,0.2,11885,0.4,6015,0.2,7348,0.3,6390,0.2,7123,0.3,11600,0.4,25766,0.9,2138,0.1,391,0.0,9246,0.3,13991,0.5,95042,3.4,63332,2.3,9111,0.3,12881,0.5,15843,0.6,904,0.0,2766233,2766233,2523292,91.2,42542,1.5,47142,1.7,77546,2.8,36570,1.3,106909,3.9,2766233,2766233,357893,12.9,269192,9.7,6428,0.2,2202,0.1,80071
46,Vermont,625498,596251,95.3,5804,0.9,1855,0.3,124,0.0,45,0.0,12,0.0,17,0.0,7891,1.3,873,0.1,2062,0.3,467,0.1,419,0.1,1139,0.2,1228,0.2,1703,0.3,130,0.0,28,0.0,24,0.0,16,0.0,62,0.0,1936,0.3,11631,1.9,2761,0.4,5128,0.8,2278,0.4,82,0.0,625498,625498,607526,97.1,9128,1.5,7515,1.2,10617,1.7,411,0.1,2555,0.4,625498,625498,9452,1.5,2899,0.5,2507,0.4,564,0.1,3482
47,Virginia,8014955,5575445,69.6,1561042,19.5,25205,0.3,4307,0.1,612,0.0,672,0.0,501,0.0,443460,5.5,103252,1.3,59414,0.7,67602,0.8,10938,0.1,70690,0.9,55830,0.7,75734,0.9,5438,0.1,1721,0.0,1565,0.0,496,0.0,1656,0.0,184403,2.3,219962,2.7,65706,0.8,25769,0.3,56282,0.7,10360,0.1,8014955,8014955,5761611,71.9,1663989,20.8,75814,0.9,521786,6.5,14723,0.2,217680,2.7,8014955,8014955,631669,7.9,160602,2.0,77400,1.0,15808,0.2,377859
48,Washington,6738714,5304864,78.7,238255,3.5,93416,1.4,4517,0.1,2789,0.0,1287,0.0,2397,0.0,484047,7.2,59458,0.9,101821,1.5,89884,1.3,37353,0.6,61893,0.9,65382,1.0,68256,1.0,39246,0.6,5699,0.1,9288,0.1,13903,0.2,10356,0.2,267570,4.0,311316,4.6,54989,0.8,75054,1.1,84348,1.3,6142,0.1,6738714,6738714,5581728,82.8,325390,4.8,195431,2.9,604176,9.0,69258,1.0,305835,4.5,6738714,6738714,754366,11.2,618383,9.2,26834,0.4,6866,0.1,102283
49,West Virginia,1850481,1737369,93.9,58260,3.1,2934,0.2,1258,0.1,127,0.0,0,0.0,78,0.0,12694,0.7,3122,0.2,2995,0.2,1757,0.1,588,0.0,1151,0.1,1078,0.1,2003,0.1,531,0.0,273,0.0,161,0.0,10,0.0,87,0.0,3993,0.2,34700,1.9,11743,0.6,15380,0.8,2895,0.2,1136,0.1,1850481,1850481,1770036,95.7,72993,3.9,21224,1.1,16371,0.9,1139,0.1,5549,0.3,1850481,1850481,22026,1.2,9358,0.5,3683,0.2,802,0.0,8183
50,Wisconsin,5687219,4961852,87.2,353470,6.2,49289,0.9,754,0.0,15304,0.3,213,0.0,628,0.0,129550,2.3,21602,0.4,19779,0.3,8362,0.1,2423,0.0,8540,0.2,4127,0.1,64717,1.1,1302,0.0,479,0.0,419,0.0,125,0.0,279,0.0,82446,1.4,109310,1.9,34381,0.6,28228,0.5,17946,0.3,4250,0.1,5687219,5687219,5061126,89.0,400392,7.0,87952,1.5,151788,2.7,4235,0.1,98041,1.7,5687219,5687219,335208,5.9,247366,4.3,46766,0.8,3632,0.1,37444
51,Wyoming,562803,513021,91.2,4689,0.8,12951,2.3,199,0.0,599,0.1,404,0.1,1127,0.2,4392,0.8,574,0.1,788,0.1,1263,0.2,613,0.1,479,0.1,144,0.0,531,0.1,206,0.0,85,0.0,42,0.0,13,0.0,66,0.0,12099,2.1,15445,2.7,1813,0.3,8394,1.5,1409,0.3,137,0.0,562803,562803,527866,93.8,7017,1.2,21980,3.9,6153,1.1,819,0.1,14944,2.7,562803,562803,50313,8.9,36567,6.5,770,0.1,262,0.0,12714
52,Puerto Rico,3716727,2631788,70.8,282162,7.6,8608,0.2,0,0.0,0,0.0,25,0.0,0,0.0,12495,0.3,9701,0.3,1580,0.0,124,0.0,160,0.0,129,0.0,108,0.0,693,0.0,44,0.0,44,0.0,0,0.0,0,0.0,0,0.0,354223,9.5,427407,11.5,395740,10.6,1290,0.0,995,0.0,1218,0.0,3716727,3716727,3051582,82.1,692183,18.6,17250,0.5,15575,0.4,425,0.0,376130,10.1,3716727,3716727,3675889,98.9,10777,0.3,3554086,95.6,16429,0.4,94597
